name,arch,# of symbols,train SNR(dB),0,2,5,7,10,12,15
CCCCCC_1024_0dB_599,CCCCCC,1024,0,0.5160978436470032,0.6185410618782043,0.7750445604324341,0.8699983954429626,0.9171563386917114,0.9205303192138672,0.9202402830123901
CCCCCC_1024_10dB_591,CCCCCC,1024,10,0.3788370192050934,0.47668197751045227,0.6223067045211792,0.7141157984733582,0.8393347263336182,0.9067717790603638,0.9678305983543396
CCCCCC_1536_0dB_598,CCCCCC,1536,0,0.5627152919769287,0.6669155955314636,0.8325451016426086,0.9087012410163879,0.9450149536132812,0.9487621188163757,0.9497014284133911
CCCCCC_1536_10dB_599,CCCCCC,1536,10,0.44308438897132874,0.5373717546463013,0.6724054217338562,0.7595282196998596,0.8745626211166382,0.9319593906402588,0.9778892397880554
CCCCCC_256_0dB_593,CCCCCC,256,0,0.38515326380729675,0.47638505697250366,0.6008116602897644,0.6830349564552307,0.7453529834747314,0.7496414184570312,0.7477400898933411
CCCCCC_256_10dB_597,CCCCCC,256,10,0.27687713503837585,0.3738154470920563,0.5161165595054626,0.6096760630607605,0.7436187267303467,0.8178572058677673,0.8952980637550354
CCCCCC_256_12dB_592,CCCCCC,256,12,0.27187445759773254,0.3544180989265442,0.5001025795936584,0.5948719382286072,0.7290445566177368,0.8057898283004761,0.8861461877822876
CCCCCC_256_15dB_403,CCCCCC,256,15,0.270455539226532,0.35137245059013367,0.49243539571762085,0.5860236287117004,0.7181211113929749,0.7949585914611816,0.8745751976966858
CCCCCC_256_2dB_595,CCCCCC,256,2,0.37405773997306824,0.45726636052131653,0.5855751633644104,0.680031418800354,0.7833423614501953,0.8076536655426025,0.8125980496406555
CCCCCC_256_5dB_589,CCCCCC,256,5,0.33426859974861145,0.425510972738266,0.5697155594825745,0.6587685942649841,0.7826451659202576,0.843612790107727,0.8765245079994202
CCCCCC_256_7dB_585,CCCCCC,256,7,0.29879242181777954,0.3887271583080292,0.5332258343696594,0.6374523639678955,0.7650420665740967,0.8359901309013367,0.8932762742042542
CCCCCC_512_0dB_598,CCCCCC,512,0,0.44092437624931335,0.5398368835449219,0.6883634924888611,0.7836794257164001,0.8467530012130737,0.8503255844116211,0.8477252721786499
CCCCCC_512_10dB_597,CCCCCC,512,10,0.3190334439277649,0.4078109860420227,0.5603104829788208,0.6570001840591431,0.789315938949585,0.86525958776474,0.9419375061988831
CCCCCC_512_12dB_597,CCCCCC,512,12,0.3122720718383789,0.40222328901290894,0.549910843372345,0.6445460915565491,0.7797483801841736,0.8523528575897217,0.9311516880989075
CCCCCC_512_15dB_576,CCCCCC,512,15,0.31112805008888245,0.40062886476516724,0.5417277812957764,0.637012779712677,0.7657732963562012,0.8393489122390747,0.9173093438148499
CCCCCC_512_2dB_587,CCCCCC,512,2,0.41531097888946533,0.5105315446853638,0.6604990363121033,0.7625758647918701,0.8730798363685608,0.8934486508369446,0.8978703022003174
CCCCCC_512_5dB_570,CCCCCC,512,5,0.37224289774894714,0.473095178604126,0.6263545751571655,0.7211443185806274,0.8545807600021362,0.9100425839424133,0.9388740658760071
CCCCCC_512_7dB_599,CCCCCC,512,7,0.34742677211761475,0.44190698862075806,0.5951290130615234,0.6937727332115173,0.8296452760696411,0.8984826803207397,0.9481239914894104
CCCCCC_768_0dB_592,CCCCCC,768,0,0.48195016384124756,0.588488757610321,0.7410686612129211,0.8379061818122864,0.8929405808448792,0.89666748046875,0.8955931067466736
CCCCCC_768_10dB_598,CCCCCC,768,10,0.34228241443634033,0.4348251223564148,0.5875261425971985,0.686896562576294,0.8194541335105896,0.892827570438385,0.9593379497528076
CCCVCC_512_10dB_99,CCCVCC,512,10,0.03278997913002968,0.0989101454615593,0.016035934910178185,0.0762677863240242,0.015622190199792385,-0.03398757055401802,0.1406363993883133
CCCVVC_512_10dB_98,CCCVVC,512,10,0.025380870327353477,0.03024258464574814,0.02303270623087883,0.004012145567685366,0.01814844273030758,0.04901114106178284,0.05282888561487198
CCVCCC_512_10dB_98,CCVCCC,512,10,0.022180262953042984,0.06450722366571426,-0.0771649032831192,0.04365871101617813,0.12675943970680237,0.06997788697481155,0.014632652513682842
CCVVCC_1024_0dB_591,CCVVCC,1024,0,0.4832610487937927,0.5807530879974365,0.7486214637756348,0.8646811246871948,0.9251694679260254,0.9284120202064514,0.9283341765403748
CCVVCC_1024_10dB_599,CCVVCC,1024,10,0.30937036871910095,0.39577341079711914,0.5405431985855103,0.6412065029144287,0.7870317101478577,0.8794956207275391,0.9653631448745728
CCVVCC_1536_0dB_599,CCVVCC,1536,0,0.5167103409767151,0.6232408285140991,0.8017677664756775,0.9080925583839417,0.9491203427314758,0.951975405216217,0.9515650272369385
CCVVCC_1536_10dB_588,CCVVCC,1536,10,0.3232187032699585,0.4048241972923279,0.5581499934196472,0.6595167517662048,0.8077166676521301,0.8961704969406128,0.9749491214752197
CCVVCC_256_0dB_600,CCVVCC,256,0,0.38680174946784973,0.46846064925193787,0.5914212465286255,0.6817261576652527,0.7527951002120972,0.7580100297927856,0.7575257420539856
CCVVCC_256_10dB_589,CCVVCC,256,10,0.30028727650642395,0.37070995569229126,0.508403480052948,0.597793698310852,0.7327716946601868,0.8060610294342041,0.894724428653717
